ticker,quarter,call_datetime,is_after_hours,day_0_date,lm_positive,lm_negative,lm_uncertainty,lm_net_sentiment,finbert_positive,finbert_negative,finbert_net_sentiment,qa_lm_positive,qa_lm_negative,qa_lm_net_sentiment,qa_lm_uncertainty,eps_surprise_pct,eps_beat,return_1d,return_5d,implied_move,realized_move,lm_net_sentiment_qoq,lm_uncertainty_qoq,finbert_net_sentiment_qoq,qa_lm_net_sentiment_qoq,qa_lm_uncertainty_qoq,label,signal,pnl,baseline_pnl
AMD,2025-Q1,2025-02-04 16:00:00,True,2025-02-04,0.0177059276366435,0.018860662047729,0.0215550423402617,-0.0011547344110854,0.3053842782974243,0.1317472606897354,0.1736370176076889,0.0177059276366435,0.018860662047729,-0.0011547344110854,0.0215550423402617,0.0036,1,-0.0626778063913767,-0.0702928997981498,0.0335141580691928,0.0626778063913767,-0.0036557765119607,-0.0013711769177623,-0.0138310864567756,-0.0036557765119608,-0.0013711769177624,0,0,0.0,0.009163648322183898
AMD,2025-Q2,2025-05-06 16:00:00,True,2025-05-06,0.016595744680851,0.02,0.0238297872340425,-0.0034042553191489,0.2844037711620331,0.1254646927118301,0.1589390784502029,0.016595744680851,0.02,-0.0034042553191489,0.0238297872340425,0.0283,1,0.017643457871733,0.1403366046688766,0.0744036676422739,0.017643457871733,-0.0022495209080635,0.0022747448937807,-0.014697939157486,-0.0022495209080634,0.0022747448937808,0,0,0.0,-0.02
AMD,2025-Q3,2025-08-05 16:00:00,True,2025-08-05,0.0120891575368341,0.0185115224782772,0.0238005289006422,-0.0064223649414431,0.2654278576374054,0.1124828681349754,0.1529449895024299,0.0120891575368341,0.0185115224782772,-0.0064223649414431,0.0238005289006422,-0.0055,1,-0.0641959875975832,0.0036716160783222,0.0327989812227261,0.0641959875975832,-0.0030181096222942,-2.925833340029771e-05,-0.0059940889477729,-0.0030181096222942,-2.925833340031853e-05,0,0,0.0,0.011397006374857101
AMD,2025-Q4,2025-11-04 16:00:00,True,2025-11-04,0.0098648154914139,0.021191085129704,0.0237486298867373,-0.01132626963829,0.2921762466430664,0.0953083261847496,0.1968679204583168,0.0098648154914139,0.021191085129704,-0.01132626963829,0.0237486298867373,0.0248,1,0.025114910793294,-0.0501099725109914,0.0709137066610078,0.025114910793294,-0.0049039046968469,-5.189901390490262e-05,0.0439229309558868,-0.0049039046968469,-5.189901390493384e-05,0,0,0.0,-0.02
AMD,2026-Q1,2026-02-03 16:00:00,True,2026-02-03,0.0110456553755522,0.0268777614138438,0.0250368188512518,-0.0158321060382916,0.2825300991535187,0.1153459027409553,0.1671841964125633,0.0110456553755522,0.0268777614138438,-0.0158321060382916,0.0250368188512518,0.1598,1,-0.1731444304789821,-0.1178802743140904,0.0370330053882926,0.1731444304789821,-0.0045058364000016,0.0012881889645145,-0.0296837240457535,-0.0045058364000015,0.0012881889645145,1,0,0.0,0.11611142509068949
AMZN,2023-Q1,2023-02-02 16:00:00,True,2023-02-02,0.0091863517060367,0.0301837270341207,0.0,-0.0209973753280839,0.0342426262795925,0.0817333757877349,-0.0474907495081424,0.0091863517060367,0.0301837270341207,-0.0209973753280839,0.0,-0.8168000000000001,0,-0.0843149762083984,-0.1299265372644997,0.0319799700595219,0.0843149762083984,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.032335006148876494
AMZN,2023-Q2,2023-04-27 16:00:00,True,2023-04-27,0.0078740157480314,0.0275590551181102,0.0,-0.0196850393700787,0.0338694229722023,0.0798995047807693,-0.046030081808567,0.0078740157480314,0.0275590551181102,-0.0196850393700787,0.0,0.4682,1,-0.0397924126636832,-0.052995808696023,0.0269547088166189,0.0397924126636832,0.0013123359580051,0.0,0.0014606676995754,0.0013123359580052,0.0,0,0,0.0,-0.007162296152935701
CVX,2023-Q1,2023-01-27 06:00:00,False,2023-01-26,0.005688282138794,0.0324232081911262,0.0147895335608646,-0.0267349260523321,0.075502261519432,0.0928823873400688,-0.0173801258206367,0.005688282138794,0.0324232081911262,-0.0267349260523321,0.0147895335608646,-0.0482,0,-0.0444113135345795,-0.1000052863852684,0.0200557123666298,0.0444113135345795,0.0,0.0,0.0,0.0,0.0,1,1,0.0043556011679497,0.0043556011679497
CVX,2023-Q2,2023-04-28 06:00:00,False,2023-04-27,0.0065075921908893,0.0390455531453362,0.0173535791757049,-0.0325379609544468,0.0637505427002906,0.1376208513975143,-0.0738703086972236,0.0065075921908893,0.0390455531453362,-0.0325379609544468,0.0173535791757049,0.0506,1,0.0097632506410165,-0.0642706949834314,0.016742504683106,0.0097632506410165,-0.0058030349021146,0.0025640456148402,-0.0564901828765868,-0.0058030349021146,0.0025640456148403,0,0,0.0,-0.02
CVX,2023-Q3,2023-07-23 16:00:00,True,2023-07-21,0.0099601593625498,0.0371845949535192,0.0192563081009296,-0.0272244355909694,0.0859026461839675,0.1200525909662246,-0.034149944782257,0.0099601593625498,0.0371845949535192,-0.0272244355909694,0.0192563081009296,0.0352,1,0.019723850737597,0.0011343238594082,0.0146441031996653,0.019723850737597,0.0053135253634773,0.0019027289252247,0.0397203639149666,0.0053135253634773,0.0019027289252246,0,1,-0.014920252462068302,-0.014920252462068302
CVX,2023-Q4,2023-10-27 03:00:00,False,2023-10-26,0.0086666666666666,0.0373333333333333,0.02,-0.0286666666666666,0.0637108087539672,0.1278850883245468,-0.0641742795705795,0.0086666666666666,0.0373333333333333,-0.0286666666666666,0.02,-0.1707,0,-0.0672052359404945,-0.0387076533638196,0.018378983170945,0.0672052359404945,-0.0014422310756972,0.0007436918990703,-0.0300243347883225,-0.0014422310756972,0.0007436918990703,1,1,0.028826252769549508,0.028826252769549508
