ticker,quarter,call_datetime,is_after_hours,day_0_date,lm_positive,lm_negative,lm_uncertainty,lm_net_sentiment,finbert_positive,finbert_negative,finbert_net_sentiment,qa_lm_positive,qa_lm_negative,qa_lm_net_sentiment,qa_lm_uncertainty,eps_surprise_pct,eps_beat,return_1d,return_5d,implied_move,realized_move,lm_net_sentiment_qoq,lm_uncertainty_qoq,finbert_net_sentiment_qoq,qa_lm_net_sentiment_qoq,qa_lm_uncertainty_qoq,label
AMD,2025-Q1,2025-02-04 16:00:00,True,2025-02-04,0.0177059276366435,0.018860662047729,0.0215550423402617,-0.0011547344110854,0.3053842782974243,0.1317472606897354,0.1736370176076889,0.01770592763664357,0.018860662047729022,-0.0011547344110854514,0.02155504234026174,0.0036,1,-0.06267780639137671,-0.07029289979814984,0.03351415806919289,0.06267780639137671,-0.0036557765119607,-0.001371176917762399,-0.01383108645677561,-0.0036557765119608152,-0.0013711769177624372,0
AMD,2025-Q2,2025-05-06 16:00:00,True,2025-05-06,0.016595744680851,0.02,0.0238297872340425,-0.0034042553191489,0.2844037711620331,0.1254646927118301,0.1589390784502029,0.016595744680851062,0.02,-0.0034042553191489383,0.023829787234042554,0.0283,1,0.01764345787173304,0.14033660466887662,0.0744036676422739,0.01764345787173304,-0.0022495209080635,0.002274744893780798,-0.014697939157486017,-0.002249520908063487,0.0022747448937808154,0
AMD,2025-Q3,2025-08-05 16:00:00,True,2025-08-05,0.0120891575368341,0.0185115224782772,0.0238005289006422,-0.0064223649414431,0.2654278576374054,0.1124828681349754,0.1529449895024299,0.012089157536834151,0.018511522478277295,-0.006422364941443144,0.023800528900642236,-0.0055,1,-0.06419598759758324,0.003671616078322207,0.032798981222726106,0.06419598759758324,-0.0030181096222942003,-2.925833340029771e-05,-0.00599408894777298,-0.0030181096222942055,-2.9258333400318526e-05,0
AMD,2025-Q4,2025-11-04 16:00:00,True,2025-11-04,0.0098648154914139,0.021191085129704,0.0237486298867373,-0.01132626963829,0.2921762466430664,0.0953083261847496,0.1968679204583168,0.009864815491413957,0.021191085129704055,-0.011326269638290098,0.023748629886737302,0.0248,1,0.02511491079329409,-0.05010997251099142,0.07091370666100784,0.02511491079329409,-0.0049039046968469,-5.189901390490262e-05,0.043922930955886896,-0.004903904696846954,-5.1899013904933844e-05,0
AMD,2026-Q1,2026-02-03 16:00:00,True,2026-02-03,0.0110456553755522,0.0268777614138438,0.0250368188512518,-0.0158321060382916,0.2825300991535187,0.1153459027409553,0.1671841964125633,0.011045655375552283,0.02687776141384389,-0.015832106038291605,0.025036818851251842,0.1598,1,-0.17314443047898212,-0.1178802743140904,0.0370330053882926,0.17314443047898212,-0.0045058364000016005,0.0012881889645145021,-0.029683724045753507,-0.004505836400001507,0.0012881889645145403,1
AMZN,2023-Q1,2023-02-02 16:00:00,True,2023-02-02,0.0091863517060367,0.0301837270341207,0.0,-0.0209973753280839,0.0342426262795925,0.0817333757877349,-0.0474907495081424,0.009186351706036745,0.030183727034120734,-0.02099737532808399,0.0,-0.8168000000000001,0,-0.08431497620839848,-0.12992653726449976,0.03197997005952194,0.08431497620839848,0.0,0.0,0.0,0.0,0.0,1
AMZN,2023-Q2,2023-04-27 16:00:00,True,2023-04-27,0.0078740157480314,0.0275590551181102,0.0,-0.0196850393700787,0.0338694229722023,0.0798995047807693,-0.046030081808567,0.007874015748031496,0.027559055118110236,-0.01968503937007874,0.0,0.4682,1,-0.03979241266368328,-0.05299580869602309,0.02695470881661892,0.03979241266368328,0.0013123359580051973,0.0,0.0014606676995754034,0.0013123359580052493,0.0,0
CVX,2023-Q1,2023-01-27 06:00:00,False,2023-01-26,0.005688282138794,0.0324232081911262,0.0147895335608646,-0.0267349260523321,0.075502261519432,0.0928823873400688,-0.0173801258206367,0.005688282138794084,0.032423208191126277,-0.026734926052332193,0.01478953356086462,-0.0482,0,-0.04441131353457957,-0.10000528638526841,0.020055712366629893,0.04441131353457957,0.0,0.0,0.0,0.0,0.0,1
CVX,2023-Q2,2023-04-28 06:00:00,False,2023-04-27,0.0065075921908893,0.0390455531453362,0.0173535791757049,-0.0325379609544468,0.0637505427002906,0.1376208513975143,-0.0738703086972236,0.006507592190889371,0.039045553145336226,-0.03253796095444685,0.01735357917570499,0.0506,1,0.009763250641016527,-0.06427069498343148,0.016742504683106035,0.009763250641016527,-0.0058030349021146975,0.0025640456148402994,-0.05649018287658689,-0.005803034902114659,0.0025640456148403705,0
CVX,2023-Q3,2023-07-23 16:00:00,True,2023-07-21,0.0099601593625498,0.0371845949535192,0.0192563081009296,-0.0272244355909694,0.0859026461839675,0.1200525909662246,-0.034149944782257,0.0099601593625498,0.03718459495351926,-0.02722443559096946,0.019256308100929615,0.0352,1,0.01972385073759701,0.001134323859408277,0.014644103199665385,0.01972385073759701,0.005313525363477397,0.0019027289252247018,0.0397203639149666,0.0053135253634773935,0.0019027289252246254,0
CVX,2023-Q4,2023-10-27 03:00:00,False,2023-10-26,0.0086666666666666,0.0373333333333333,0.02,-0.0286666666666666,0.0637108087539672,0.1278850883245468,-0.0641742795705795,0.008666666666666666,0.037333333333333336,-0.02866666666666667,0.02,-0.1707,0,-0.06720523594049457,-0.03870765336381966,0.018378983170945076,0.06720523594049457,-0.0014422310756972007,0.0007436918990703992,-0.030024334788322504,-0.001442231075697211,0.0007436918990703853,1
CVX,2024-Q1,2024-02-02 06:00:00,False,2024-02-01,0.0088135593220338,0.039322033898305,0.0203389830508474,-0.0305084745762711,0.0656210109591484,0.1338833570480346,-0.0682623460888862,0.008813559322033898,0.03932203389830508,-0.030508474576271184,0.020338983050847456,0.0726,1,0.029413928581703278,0.041720201411554726,0.01498139936125925,0.029413928581703278,-0.0018418079096045002,0.00033898305084740024,-0.004088066518306704,-0.001841807909604514,0.00033898305084745575,1
